Restaurant Name,City,Area,Cuisine Type,Cost for Two,Ratings
Quench Bar,Bengaluru,"Domlur, East Bengaluru","Finger Food, Cocktail Menu",2000,1.0
Kung Food,Bengaluru,"Banaswadi, North Bengaluru","Chinese, Thai",2000,4.0
Kenzai,Bengaluru,"New BEL Road, North Bengaluru",Multicuisine,2000,4.1
My Tea House,Bengaluru,"Banashankari, South Bengaluru",Multicuisine,2000,4.0
The Terrace at Gilly's Redefined,Bengaluru,"Koramangala, South Bengaluru","Multicuisine, Cocktail Menu",2000,3.7
Flavours Of Andhra,Bengaluru,"Marathahalli, East Bengaluru",Indian,1000,4.1
The Secret Place Resto Bar,Bengaluru,"Nagarbhavi, West Bengaluru",Multicuisine,2000,4.5
Tipsy Bull - The Bar Exchange,Bengaluru,"JP Nagar, South Bengaluru",Multicuisine,2000,4.3
Off Duty Lounge,Bengaluru,"Koramangala, South Bengaluru",Fast Food,2000,4.0
Dilli Da Dhaba,Bengaluru,"kengeri, South Bengaluru",North Indian,2000,2.0
Kitchen De Buffet,Bengaluru,"Gandhi Nagar, Central Bengaluru",Multicuisine,2000,4.8
Nido - Craft Kitchen & Bar,Bengaluru,"Yelahanka, North Bengaluru",Multicuisine,2500,4.4
Figaro's Pizza,Bengaluru,"Bommanahalli, Bengaluru",Italian,800,1.0
Aromas Of Biryani,Bengaluru,"Jayanagar, South Bengaluru",Multicuisine,2000,4.4
Phurr,Bengaluru,"Jayanagar, South Bengaluru","Global Cuisine, Fusion",1800,4.0
Herbs & Spices,Bengaluru,"Whitefield, East Bengaluru",Indian,2000,3.9
Cafe Baha,Bengaluru,"Akshayanagar, South Bengaluru","Indian, European",2000,4.6
Pepe's Pizza,Bengaluru,"Brookefield, East Bengaluru",Pizza,2000,4.3
Rajwadi,Bengaluru,"Brookefield, East Bengaluru",Multicuisine,2000,3.9
Patiala NH 44,Bengaluru,"Basavanagudi, South Bengaluru","Chinese, North Indian",2000,3.9
Oziano,Bengaluru,"Whitefield, East Bengaluru",Bengali,2000,4.1
The Hood,Bengaluru,"Ashok Nagar, Bengaluru",Indian,2000,4.0
Taco Street,Bengaluru,"BTM, South Bengaluru",Mexican,2000,3.4
Mayuri,Bengaluru,"Electronic City, South Bengaluru","Multicuisine, Biryani",2000,4.5
"Anthara - Taproom, Cafe & Kitchen",Bengaluru,"Doddanekkundi, Bengaluru","American, French",800,3.8
Maiz Mexican Kitchen,Bengaluru,"Indiranagar, East Bengaluru",Mexican,800,5.0
Barkaas,Bengaluru,"Koramangala, South Bengaluru",Arabian,2000,4.8
Los Tacos - Mexican Grill,Bengaluru,"Chandra Layout, West Bengaluru",Mexican,800,5.0
Keys Cafe,Bengaluru,"Keys Select By Lemon Tree Hotels, Hosur Road, Bengaluru",Multicuisine,2000,4.1
Kopitiam Lah,Bengaluru,"Indiranagar, East Bengaluru",Asian,2000,5.0
Cafe Baha,Bengaluru,"Akshyanagar, Bengaluru","Continental, Italian",500,4.0
Ibbanni Cafe & Bristo,Bengaluru,"Subramanyapura, Bengaluru",Multicuisine,600,5.0
Chowki Kitchen & Bar,Bengaluru,"Yelahanka, North Bengaluru",Multicuisine,2000,5.0
Phurr,Bengaluru,"Indiranagar, East Bengaluru","Fusion, Global Cuisine",1800,4.0
Playful Palette Bistro,Bengaluru,"Indiranagar, East Bengaluru",European,2000,4.2
Grasa,Bengaluru,"Yelahanka, North Bengaluru","Cocktail Menu, Multicuisine",2500,4.7
Suvaii - A Pandyan Legacy,Bengaluru,"Indiranagar, East Bengaluru","Chettinad, South Indian",2000,4.8
R Bar,Bengaluru,Renaissance Bengaluru Race Course Hotel,"Finger Food, Cocktail Menu",2000,4.8
Flechazo Gold Buffet Restaurant,Bengaluru,"Whitefield, East Bengaluru",Multicuisine,2400,3.9
"Masala Cafe, Bar & Kitchen",Bengaluru,"Uttarahalli, South Bengaluru",Multicuisine,2000,3.7
Loco Lounge,Bengaluru,"Koramangala, South Bengaluru",Multicuisine,2000,4.0
Coffee Brewery,Bengaluru,"Sarjapur Road, South Bengaluru",Multicuisine,600,4.0
Moplah's,Bengaluru,"Koramangala, South Bengaluru","Kerala, Cocktail Menu",2000,4.6
The Coffee Theatre,Bengaluru,"12th main, East Bengaluru",Coffee,500,4.0
Little India,Bengaluru,"Koramangala 6th Block, South Bengaluru","Mughlai, Indian",700,4.0
Turmeric Trail,Bengaluru,"Electronic City Phase 1, South Bengaluru",Multicuisine,1200,4.0
Purple Pitch,Bengaluru,"Electronic City Phase 1, South Bengaluru","Finger Food, Cocktail Menu",1600,4.0
Gaia - Global Vegetarian,Bengaluru,"JP Nagar, South Bengaluru",Multicuisine,2000,4.6
Unlock Bar,Bengaluru,"Keys Hotel Whitefield, Bengaluru",Multicuisine,2000,4.3
Sharief Bhai Biryani,Bengaluru,"kengeri, South Bengaluru",Multicuisine,600,5.0
Morf,Bengaluru,Singsandra Hosur Main Road,Multicuisine,2000,5.0
The Big Bellyz,Bengaluru,"Malleshwaram, West Bengaluru",Multicuisine,2000,5.0
Mandi King,Bengaluru,"Kalyan Nagar, North Bengaluru",Hyderabadi,500,4.0
Original Burger Co,Bengaluru,"Kalyan Nagar, North Bengaluru",Burgers,800,5.0
Cafe Ni - O - Ven,Bengaluru,"BTM, South Bengaluru",Multicuisine,2000,5.0
Escape By Brewklyn,Bengaluru,"Nagawara, North Bengaluru",Multicuisine,1200,4.8
Boarding Pass,Bengaluru,"Marathahalli, East Bengaluru",Multicuisine,2000,4.0
Tim Hortons,Bengaluru,"Koramangala, South Bengaluru",Coffee,2000,4.6
Board In The City,Bengaluru,"Koramangala, South Bengaluru",Multicuisine,2000,2.7
Nazaara,Bengaluru,Courtyard by Marriott Bengaluru Hebbal,Indian,3000,4.1
Hokkaido Manga Cafe Japanese & Korean Restaurant,Bengaluru,"Indiranagar, East Bengaluru","Japanese, Korean",2000,4.1
Connie's Steakhouse & Wine Bar,Bengaluru,"Kammanahalli, East Bengaluru","Steakhouse, European",2000,4.2
Garci,Bengaluru,"Jayanagar, South Bengaluru",Multicuisine,1000,4.5
Mad Over Grills,Bengaluru,"Horamavu, Bengaluru",Indian,2000,4.4
Qafila At Kava,Bengaluru,Fairfield by Marriott Bengaluru Outer Ring Road,Multicuisine,2500,4.0
Rusty's,Bengaluru,"Kalyan Nagar, North Bengaluru",Fast Food,2000,4.5
The Beer Social,Bengaluru,"Lulu Global Mall, Rajajinagar","European, Finger Food",1200,1.0
Cycle Gap Resto Bar & Pub,Bengaluru,"Nagarbhavi, West Bengaluru",Multicuisine,2000,4.8
Le Cirque Signature,Bengaluru,"The Leela Palace, Bengaluru",Italian,3450,4.1
24th Main,Bengaluru,"JP Nagar, South Bengaluru",Multicuisine,1300,4.6
Ac’lyrics,Bengaluru,"Svenska Design Hotel, Bengaluru","Multicuisine, Cocktail Menu",2000,5.0
Fish & Fries,Bengaluru,"HSR, South Bengaluru",Seafood,2000,4.7
Wild Rabbit Cafe and Bakehouse,Bengaluru,"Kundalahalli, Bengaluru",Continental,1000,5.0
The Rendezvous,Bengaluru,"Koramangala, South Bengaluru",Multicuisine,2000,4.0
Brunchilly,Bengaluru,"RBD Sarovar Portico, Bengaluru",Multicuisine,2000,4.2
Eywa Cafe,Bengaluru,"Banashankari, South Bengaluru",Continental,2000,4.8
"Bay Leaves, Bar and Kitchen",Bengaluru,"Whitefield, East Bengaluru",Multicuisine,2000,4.3
Food Planks,Bengaluru,"Sahakara Nagar, North Bengaluru",Multicuisine,2000,4.4
Chairman's Restobar,Bengaluru,"Chikkabanavara, North Bengaluru",Multicuisine,2000,4.6
The Rasoi,Bengaluru,"Seshadripuram, Central Bengaluru",North Indian,650,4.0
Pret A Manger,Bengaluru,"Phoenix Mall Of Asia, Yelahanka, Bengaluru",Multicuisine,800,4.0
Love Momos,Bengaluru,"Koramangala 5th Block, South Bengaluru",Chinese,2000,4.0
The kin's,Bengaluru,"Sudhama Nagar, Central Bengaluru",Fast Food,500,4.0
Savji's Roll 'N' Biryani,Bengaluru,"Vijay Nagar, West Bengaluru","Biryani, Chinese",2000,4.0
Olio The Woodfired Pizzeria,Bengaluru,"Bellandur, South Bengaluru","Italian, Pizza",500,4.0
Zama,Bengaluru,"Indiranagar, East Bengaluru","Awadhi, Kebabs",2000,4.0
Glacier,Bengaluru,"The Citrine Hotel, Bengaluru",Multicuisine,2000,4.0
Char & Co.,Bengaluru,"Kalyan Nagar, North Bengaluru","Continental, Kebabs",1500,4.0
Delhi Chaat House,Bengaluru,"Indiranagar, East Bengaluru",North Indian,2000,4.0
The Red Box,Bengaluru,"Indiranagar, East Bengaluru",Chinese,2000,4.0
Saji's Restaurant,Bengaluru,Singsandra Hosur Main Road,Multicuisine,2000,4.0
Rolls On Wheels,Bengaluru,"Lulu Global Mall, Rajajinagar",Chinese,150,4.0
Dhastarkhan,Bengaluru,"Frazer Town, Central Bengaluru",Biryani,600,4.0
Lake House,Bengaluru,"Jakkur, Central Bengaluru",Multicuisine,2000,3.3
Mon Cheri-Resto Cafe,Bengaluru,"Indiranagar, East Bengaluru","Italian, European",2000,5.0
Gustoes,Bengaluru,"Jayanagar, South Bengaluru",Barbeque,2000,3.8
Tim's Eatery,Bengaluru,"Kalyan Nagar, North Bengaluru","Beverages, Mexican, Continental",1200,5.0
E2P Italian Pizza & Burger,Bengaluru,"Basaveshwara Nagar, West Bengaluru",Italian,2000,4.0
Shree Kismat Kathiyawadi,Bengaluru,"Banaswadi, North Bengaluru",Gujarati,1000,5.0
The Dennys Pub,Bengaluru,"Jayanagar, South Bengaluru",Multicuisine,2000,5.0
Jalsaa,Bengaluru,"R T Nagar, North Bengaluru",Multicuisine,1000,3.0
Kailasam Veg Restaurant,Bengaluru,"BTM, South Bengaluru",Multicuisine,2000,5.0
Saanjh,Bengaluru,"HSR, South Bengaluru",Multicuisine,800,5.0
Baileys Cafe & Restaurant,Bengaluru,"Banaswadi, North Bengaluru","Beverages, Cafe",2000,5.0
Tex Mex Grill,Bengaluru,"Kalyan Nagar, North Bengaluru",American,2000,5.0
Masaka Restaurant,Bengaluru,"Kalyan Nagar, North Bengaluru",Multicuisine,2000,5.0
Exotic - Cafe and Sheesha Lounge,Bengaluru,"Lal Bagh Main Rd, Bengaluru, Bengaluru",Chinese,2000,5.0
Manbhavan Premium Thali Restaurant,Bengaluru,"Bhartiya Mall, Bengaluru",Indian,2000,4.0
Ginger Lake View,Bengaluru,"kengeri, South Bengaluru",Seafood,2000,4.1
Cafe Reset,Bengaluru,"Koramangala, South Bengaluru","Healthy Food, Continental",2000,4.4
Barley Pop,Bengaluru,"New BEL Road, North Bengaluru",Multicuisine,2000,4.9
Spice of Asia,Bengaluru,"Kalyan Nagar, North Bengaluru",Multicuisine,600,4.0
Ninhao Asian Kitchen,Bengaluru,"Koramangala, South Bengaluru",Chinese,2000,4.0
Chill,Bengaluru,"Radha Hometel, Bengaluru","Finger Food, Cocktail Menu",2000,3.3
Sea Spice,Bengaluru,"Malleshwaram, West Bengaluru","Indian, Seafood",2000,4.7
One More Roti Please,Bengaluru,"Kalyan Nagar, North Bengaluru","Biryani, North Indian",2000,4.6
Zhangs Chinese Restaurant,Bengaluru,"JP Nagar, South Bengaluru",Chinese,2000,4.3
De Zurich Lounge,Bengaluru,"Kalyan Nagar, North Bengaluru",Multicuisine,2000,4.7
Sita Ram The Royal Rajasthani Thali,Bengaluru,"Rajarajeshwari Nagar, South Bengaluru","North Indian, Rajasthani",350,5.0
The Eatery,Bengaluru,"Four Points by Sheraton, Bengaluru",Multicuisine,2000,4.3
EtOH Rooftop Restaurant | Bar,Bengaluru,"Electronic City, South Bengaluru",Multicuisine,1000,5.0
Gulheera,Bengaluru,"BTM, South Bengaluru",Cafe,2000,5.0
Mosaic,Bengaluru,"Hotel Country Inn, Bengaluru",Multicuisine,2000,4.1
Spice Cove,Bengaluru,"Gandhi Nagar, Central Bengaluru","Beverages, Multicuisine",2000,3.5
Parka Resto Bar,Bengaluru,"Kalyan Nagar, North Bengaluru",Multicuisine,2000,4.1
Ancient Cafe,Bengaluru,"Electronic City Phase 1, South Bengaluru","Chinese, Thai, Vietnamese",2000,4.7
The Broth Station,Bengaluru,"BTM, South Bengaluru",Pan Asian,2000,4.6
Herbs N Olives,Bengaluru,"Rajarajeshwari Nagar, South Bengaluru","Pizza, Mexican, Italian",2000,4.7
Biere Kraft Brew & Kitchen,Bengaluru,"Mahadevapura, Bengaluru",Multicuisine,1000,4.7
Thyme & Whisk,Bengaluru,"Jayanagar, South Bengaluru",Multicuisine,1200,5.0
Onyx,Bengaluru,"The HHI Select, Bengaluru",Multicuisine,2000,4.3
The Delhi Ritual,Bengaluru,"Rajajinagar, West Bengaluru",Multicuisine,2000,4.2
Mesa Lounge Bar,Bengaluru,"Svenska Design Hotel, Bengaluru","Chinese, North Indian",2000,4.0
Layover Bar,Bengaluru,Moxy Bengaluru Airport Prestige Tech Cloud,Multicuisine,2500,4.0
Mesa Deli Cake Shop,Bengaluru,"Svenska Design Hotel, Bengaluru",Multicuisine,2000,4.0
Verve,Bengaluru,"Royal Orchid Resort, Yelahanka",Multicuisine,2000,4.2
Kalasa Coffee Roasters,Bengaluru,"Ullal, North Bengaluru",Coffee,400,5.0
Aaha Bhojanam,Bengaluru,"Brookefield, East Bengaluru",Indian,2000,4.5
Sai Food Palace,Bengaluru,"JP Nagar, South Bengaluru",Multicuisine,2000,5.0
Sea Meen Restaurant,Bengaluru,"Koramangala, South Bengaluru",Multicuisine,2000,4.2
Shift,Bengaluru,"Marathahalli, East Bengaluru",Multicuisine,2000,3.8
Brahmadeva Foods,Bengaluru,"Devanahalli, Bengaluru",Multicuisine,2000,5.0
A Bite of China,Bengaluru,"KR Puram, North Bengaluru",Chinese,2000,5.0
Gallop Bar,Bengaluru,"Davanam Sarovar Portico Suites, Bengaluru","Finger Food, Cocktail Menu",2000,4.3
Double Up,Bengaluru,Hilton Bengaluru Embassy Manyata Business Park,Finger Food,2500,4.5
Zoca Cafe,Bengaluru,"Sahakara Nagar, North Bengaluru",Multicuisine,2000,4.0
Ala - Multicuisine Restaurant,Bengaluru,"Trinity Hotel, Bengaluru",Multicuisine,2500,4.4
Cafe by Lane,Bengaluru,"Residency Road, Central Bengaluru",Multicuisine,600,4.0
Milano Bakery Cafe,Bengaluru,"Indiranagar, East Bengaluru","European, Bakery",500,4.0
Habibi Fried Chicken,Bengaluru,"Koramangala, South Bengaluru",Multicuisine,600,4.0
Donne Biryani Palace,Bengaluru,Singsandra Hosur Main Road,Biryani,600,4.0
Venn by Spiga & Grounded,Bengaluru,"Kalyan Nagar, North Bengaluru",Multicuisine,500,4.0
Curry Central,Bengaluru,"Sanjay Nagar, North Bengaluru",Multicuisine,2500,4.0
Cinnamon,Bengaluru,"Seshadripuram, Central Bengaluru",Multicuisine,2000,4.0
Tandoori Wok,Bengaluru,"Shanti Nagar, Central Bengaluru","North Indian, Chinese",2000,4.0
Harmakki Coffee,Bengaluru,"Malleshwaram, West Bengaluru",Cafe,2500,4.0
Hyde Park Hotel,Bengaluru,"Armane nagar, Bengaluru",Multicuisine,2000,4.0
MG's Fine Dining & Bar,Bengaluru,"Springs Hotel & Spa, Bengaluru",Multicuisine,2000,4.0
Cafe Exhale,Bengaluru,"Kalyan Nagar, North Bengaluru",Multicuisine,2000,4.0
Ivory Bar & Kitchen,Bengaluru,"Gandhi Nagar, Central Bengaluru","Cocktail Menu, Multicuisine",2000,4.0
Corel Family Lounge,Bengaluru,"Gandhi Nagar, Central Bengaluru",Multicuisine,2000,4.0
Night Adda @ Onyx,Bengaluru,"The HHI Select, Bengaluru",Multicuisine,2000,4.0
Leisure Spot,Bengaluru,"Kalyan Nagar, North Bengaluru",Multicuisine,2000,4.0
Kanteen,Bengaluru,"Gandhi Nagar, Central Bengaluru",Indian,2000,4.0
Sky Lounge,Bengaluru,"Hotel Adora, Bengaluru","Chinese, Indian, Continental",1200,4.0
Cafe Adda 43,Bengaluru,"Kalyan Nagar, North Bengaluru",European,2000,4.0
Golden Metro Veg,Bengaluru,"Seshadripuram, Central Bengaluru",Indian,2000,3.8
Chillers Nation,Bengaluru,"Mahadevapura, Bengaluru","Multicuisine, Cocktail Menu",2000,3.0
Parsas,Bengaluru,"Koramangala, South Bengaluru","Indian, Kashmiri",2000,4.4
Kebarbiq,Bengaluru,"HSR, South Bengaluru",Multicuisine,2000,4.0
Moai - Redefined Vegetarian Dining,Bengaluru,"Jayanagar, South Bengaluru",Multicuisine,3000,4.7
The Soya Chaap Co.,Bengaluru,"Bannerghatta Road, South Bengaluru",North Indian,500,5.0
Batlee,Bengaluru,"RBD Sarovar Portico, Bengaluru",Multicuisine,2000,3.5
Trinity Bar,Bengaluru,"Trinity Hotel, Bengaluru",Multicuisine,2000,4.4
Rajdhani,Bengaluru,"Electronic City, South Bengaluru","Gujarati, Rajasthani",2000,3.5
Bamboo Cafe & Resto,Bengaluru,"Koramangala 1st Block, South Bengaluru",Multicuisine,2000,4.0
Pavillion@Manyata,Bengaluru,"Jakkur, Central Bengaluru",Multicuisine,2500,4.0
D Square Restobar,Bengaluru,"YN Hotels, Bengaluru","Andhra, Cocktail Menu",2000,4.0
Neravi,Bengaluru,"RT Nagar, North Bengaluru",Multicuisine,2000,3.3
Bento Bento,Bengaluru,"Indiranagar, East Bengaluru",Pan Asian,2000,3.7
981 The Food Hub,Bengaluru,"Kalyan Nagar, North Bengaluru","Chettinad, Chinese",2000,3.7
Glen’s Bakehouse,Bengaluru,"Bannerghatta Road, South Bengaluru",Bakery,2000,4.8
Brew Meister Craft Beer and Kitchen,Bengaluru,"Jayanagar, South Bengaluru",Finger Food,2500,4.5
Charcoal Veg Grill,Bengaluru,"Jayanagar, South Bengaluru",Multicuisine,1200,2.4
Cafe E Fungi,Bengaluru,"Bommanahalli, Bengaluru",Multicuisine,2000,3.5
Blurred,Bengaluru,"Koramangala, South Bengaluru","Multicuisine, Cocktail Menu",2000,2.8
Drinkology,Bengaluru,"Gottigere, Bangalore, South Bengaluru",Multicuisine,2000,4.0
Sichuan,Bengaluru,"Ascendas Park Square, Whitefield",Chinese,2000,4.0
Via Roma,Bengaluru,"Brookefield, East Bengaluru",Italian,2000,3.6
Shoolin,Bengaluru,"Thavarekere, Bengaluru",Multicuisine,2000,4.0
Farm Fresh,Bengaluru,"The Byke Signature,Bengaluru",Multicuisine,1500,4.0
Cakes Wagon,Bengaluru,"Bellandur, South Bengaluru","Desserts, Bakery",2000,4.0
Moxy Bar,Bengaluru,"International Airport, North Bengaluru",Multicuisine,2500,4.0
Bakers Home,Bengaluru,"Mahadevapura, Bengaluru",Desserts,2000,4.0
Amore Gelato Cafe - RR Nagar,Bengaluru,"Rajarajeshwari Nagar, South Bengaluru",Ice Cream,600,5.0
Tapeo - Tapas Dining & Bar,Bengaluru,"DoubleTree Suites By Hilton, Bengaluru",Tapas,2500,2.0
Lotus Lounge Bar & Kitchen,Bengaluru,Srinidhi Sagar Deluxe,Multicuisine,1600,5.0
Pizza Republic,Bengaluru,"Electronic City, South Bengaluru",Italian,2000,4.8
Marco Polo,Bengaluru,"Koramangala, South Bengaluru",Multicuisine,2000,4.2
Ambara Andhra,Bengaluru,"T. Dasarahalli, Bengaluru",Multicuisine,2000,3.8
The Raja's,Bengaluru,"Kadubeesanahalli, Bengaluru",Multicuisine,2000,4.1
G Super Club,Bengaluru,"Koramangala, South Bengaluru",Multicuisine,1500,4.0
Kothimbir,Bengaluru,"Marathahalli, East Bengaluru","Seafood, Maharashtrian",2000,4.6
Koozh House,Bengaluru,"Kammanahalli, East Bengaluru","Chettinad, Chinese",2000,3.0
Vijaywada Tiffins,Bengaluru,"Brookefield, East Bengaluru",Andhra,2000,4.7
Reboot The Pub,Bengaluru,"Marathahalli, East Bengaluru","Chinese, Indian",2000,4.2
Indus Flavour,Bengaluru,"Hesaragahatta, North Bengaluru",Multicuisine,2000,5.0
Vape town,Bengaluru,"HSR, South Bengaluru","European, Italian",2000,3.0
Onezo - Handcrafted Boba Tea,Bengaluru,"Koramangala, South Bengaluru",Beverages,2000,3.0
Thamara Bar And Fine Dine,Bengaluru,"Hotel Classic Comfort, Bengaluru",Multicuisine,1200,5.0
Turahalli Hotel,Bengaluru,"Banashankari, South Bengaluru",Multicuisine,2000,5.0
SOL55 - COMMUNITY BAR,Bengaluru,"Koramangala 4th Block, South Bengaluru",Multicuisine,1500,4.5
Crepito,Bengaluru,"Rajajinagar, West Bengaluru","Fast Food, Pizza",2000,4.3
5C Resto Pub & Kitchen,Bengaluru,"Rajajinagar, West Bengaluru",Multicuisine,2000,4.3
Lounge de La Reserve,Bengaluru,"Doddaballapura Main Road, North Bengaluru",European,2000,5.0
Tales of Flamingo (TOF),Bengaluru,"Bannerghatta Road, South Bengaluru",Multicuisine,2000,4.1
Blue Galaxy Bar & Kitchen,Bengaluru,"Gandhi Nagar, Central Bengaluru","Chinese, Indian",2000,2.8
WXYZ Bar,Bengaluru,"Aloft Bengaluru Outer Ring Road, South Bengaluru",Multicuisine,2000,3.6
Bearfoot Bistro,Bengaluru,"Koramangala, South Bengaluru",Continental,2000,4.0
Boozy Dozzy Bar & Kitchen,Bengaluru,"BTM, South Bengaluru",Multicuisine,2000,3.6
Coffee Brewery - Giri Nagar,Bengaluru,"Girinagar, Banashankari, South Bengaluru",Cafe,500,4.0
Craving O Clock,Bengaluru,"BTM, South Bengaluru",European,300,4.0
CRAFT,Bengaluru,Hyatt Centric Hebbal Bengaluru,Cafe,2000,4.0
BRUCE LEE'S,Bengaluru,"BTM, South Bengaluru",Chinese,2000,4.0
Vaji's Kitchen,Bengaluru,"Hennur, North Bengaluru",North Indian,2000,4.0
Rasah Park Inn & Suites by Radisson,Bengaluru,Park Inn & Suites by Radisson Bengaluru Yelahanka,Multicuisine,2000,4.3
WXYZ,Bengaluru,Aloft Bengaluru Whitefield,"Finger Food, Cocktail Menu",2000,4.5
Cre'me & Co,Bengaluru,"Jayanagar, South Bengaluru",Multicuisine,450,5.0
Nebula Pub,Bengaluru,"Koramangala, South Bengaluru","Chinese, Continental",2000,2.6
Aeiou Manyata,Bengaluru,"Nagawara, North Bengaluru",Multicuisine,2000,5.0
Destino Cafe,Bengaluru,"Indiranagar, East Bengaluru",Multicuisine,800,3.0
Black Velvet,Bengaluru,Bhagini Icon Premier Hotel,Multicuisine,2000,3.2
D.Scam Cafe,Bengaluru,"Jayanagar, South Bengaluru",Multicuisine,2000,4.0
Oia,Bengaluru,"Hennur, North Bengaluru",Multicuisine,2000,4.2
Tastique,Bengaluru,"Nagawara, North Bengaluru",Multicuisine,2000,4.8
Loka By Greenpark Hotels,Bengaluru,Greenpark Bengaluru,"Multicuisine, Pan Asian",2000,4.6
B - Hive Pub & Bar,Bengaluru,"Koramangala, South Bengaluru",Multicuisine,2000,3.6
Republic Of Noodles,Bengaluru,"Lemon Tree Hotel, Electronic City",Pan Asian,1500,4.2
"Rusted Spoon Cafe - Roastery, Brew Room",Bengaluru,"Uttarahalli, South Bengaluru",Cafe,400,4.5
The Buzz House,Bengaluru,"Anekal, South Bengaluru",Multicuisine,1200,4.9
Coffee Chemistry,Bengaluru,"Jayanagar, South Bengaluru","Cafe, Coffee",2000,4.7
Original Burger Co,Bengaluru,"Ecoworld, Bellandur, South Bengaluru",Burgers,600,4.0
Secrets Of Ocean resto,Bengaluru,"Chikkabanavara, North Bengaluru",Multicuisine,2000,4.0
Flavors,Bengaluru,"Regenta Inn Grand, ORR Mahadevapura, Bengaluru",Multicuisine,2000,4.0
Mr and Mrs Sheesha,Bengaluru,"Hesaragahatta, North Bengaluru",Multicuisine,2000,4.0
Blue Dragon,Bengaluru,"Kannamangala, Bengaluru",Pan Asian,2000,4.0
Taste Of Coast,Bengaluru,"Sanjay Nagar, North Bengaluru",Seafood,2000,4.6
B 64,Bengaluru,Ramada by Wyndham Bengaluru Yelahanka,Multicuisine,2000,4.0
La Pino'z Pizza,Bengaluru,"Koramangala, South Bengaluru",Italian,2000,4.4
"Tandoori Chulha, Asli Punjabi",Bengaluru,"New BEL Road, North Bengaluru","North Indian, Punjabi",600,4.4
Dot.yum,Bengaluru,Aloft Bengaluru Whitefield,Multicuisine,2500,3.8
Guntur Chilli,Bengaluru,"Kalyan Nagar, North Bengaluru","Andhra, Biryani",2000,2.2
Kensho Rooftop Pub,Bengaluru,"Hotel Leroy Grand, Yeshwanthpur, Bengaluru",Multicuisine,2500,3.4
Top Gear Bar & Lounge,Bengaluru,Featherlite Evoma Hotel & Business Centre,Multicuisine,2000,4.0
Vishveshvara Grill 'N' Shake,Bengaluru,"Nagarbhavi, West Bengaluru",Multicuisine,2000,4.0
The Deli,Bengaluru,"The Den, Bengaluru",Bakery,2000,4.0
The Nest,Bengaluru,"The Den, Bengaluru","Finger Food, Cocktail Menu",2500,4.0
Tarangini Multi Cuisine Outdoor Bistro,Bengaluru,"Whitefield, East Bengaluru",Multicuisine,900,4.0
Bulbulz Biryani,Bengaluru,"Whitefield, East Bengaluru","Mughlai, North Indian",800,4.0
Green Leaf Restaurant,Bengaluru,"Bannerghatta Road, South Bengaluru","Seafood, North Indian, Chinese",2000,4.0
