Restaurant Name,City,Area,Cuisine Type,Cost for Two,Ratings
Foo Inorbit,Hyderabad,"Inorbit Mall Cyberabad, Madhapur","Sushi, Asian, Chinese",2000,4.8
Cafe Encanto,Hyderabad,"Nagole, Hyderabad","Continental, Italian",800,4.0
Brick & Branch,Hyderabad,"Financial District, Hyderabad",Multicuisine,1800,5.0
Pavilion,Hyderabad,The Peerless Inn,Multicuisine,800,3.8
Scotchman,Hyderabad,"Royalton Hotel, Hyderabad",Multicuisine,1000,4.0
ILLU The Restaurant,Hyderabad,"Jubilee Hills, Hyderabad",South Indian,1200,4.4
Ouvra Telugu Kitchen,Hyderabad,"Khajaguda, Hyderabad",South Indian,1000,4.0
Rü,Hyderabad,"Jubilee Hills, Hyderabad","Indian, Pan Asian",3000,1.0
ATG - Across The Globe Cafe,Hyderabad,"Lingampally, Hyderabad",Continental,500,4.0
Zindagi - Sky Bar & Kitchen,Hyderabad,"Jubilee Hills, Hyderabad",Multicuisine,2100,4.6
Antervedi Telugu Kitchen And Bar,Hyderabad,"Kondapur, Hyderabad",South Indian,1400,4.0
Ahwana Telugu Kitchen,Hyderabad,"Hitech City, Hyderabad",South Indian,600,4.5
The GrandLine Buffet,Hyderabad,"Sarath City Capital Mall, Kondapur",Multicuisine,3450,4.0
Chickpet Donne Biryani House Kokapet,Hyderabad,"Gandipet, Hyderabad",Multicuisine,500,4.0
Elsewhere Lounge & Kitchen,Hyderabad,"Gachibowli, Hyderabad",Multicuisine,2000,4.0
Andhra Paris,Hyderabad,"Madhapur, Hyderabad",Multicuisine,400,4.0
Underdoggs,Hyderabad,"Raidurgam, Hyderabad",Multicuisine,2100,4.0
Ala Dakshinapuramlo,Hyderabad,"Hitech City, Hyderabad",South Indian,600,4.1
one8 Commune,Hyderabad,"Hitech City, Hyderabad",Multicuisine,2500,4.6
Venissa,Hyderabad,"keshavnagar colony, Hyderabad",Multicuisine,600,4.0
Palamuru Grill,Hyderabad,"Madhapur, Hyderabad",South Indian,1400,4.2
Over The Flow,Hyderabad,"Hafeezpet, Hyderabad",South Indian,1000,5.0
Amora Tapas,Hyderabad,"Ellaa Residence, Hyderabad","Multicuisine, Continental",1200,4.0
1989 Milkshakes,Hyderabad,"Madhapur, Hyderabad",Milkshakes,500,5.0
Grill By The Pool,Hyderabad,"Ellaa Residence, Hyderabad",Multicuisine,2000,4.0
Kake Di Hatti,Hyderabad,"Chanda Nagar, Hyderabad",North Indian,2000,3.6
Republic Of Noodles,Hyderabad,"Lemon Tree Premier, Hyderabad","Thai, Pan Asian, Malaysian",1700,4.6
Kenny's,Hyderabad,"Nanakramguda, Hyderabad",Multicuisine,1200,4.0
Alanati,Hyderabad,"Puppalguda, Hyderabad",Multicuisine,1200,4.2
Sesame - Asian & Himalayan Cuisine,Hyderabad,"Gachibowli, Hyderabad",Multicuisine,1200,4.8
1989 Pizza & Thick Shake's,Hyderabad,"Madhapur, Hyderabad","Milkshakes, Pizza",500,4.7
RAGE Club & Kitchen,Hyderabad,"Jubilee Hills, Hyderabad",Multicuisine,800,4.0
The Airawat Kitchen,Hyderabad,"Hafeezpet, Hyderabad","Chinese, South Indian",800,5.0
Terra Cafe,Hyderabad,"Jubilee Hills, Hyderabad",Multicuisine,1100,3.3
Coffee & More,Hyderabad,"Madhapur, Hyderabad",European,400,5.0
Cascade,Hyderabad,Radisson Hyderabad Hitec City,Multicuisine,2400,3.7
Bambai Tapri - Financial District,Hyderabad,"Nanakramguda, Hyderabad",Multicuisine,500,4.8
Figaro's Pizza,Hyderabad,"Kondapur, Hyderabad","Pizza, Sandwiches, Salad",600,5.0
Bisi Bisi,Hyderabad,"Jubilee Hills, Hyderabad",South Indian,700,3.3
The Big Cup Theory,Hyderabad,"Madhapur, Hyderabad",European,1000,4.3
Hyderabad Spicy Kitchen & Bar,Hyderabad,"Gachibowli, Hyderabad",Multicuisine,800,4.0
The Lal Street - Bar Exchange,Hyderabad,"Gachibowli, Hyderabad",Multicuisine,1200,3.6
Sorshe - Authentic Bengali Restaurant,Hyderabad,"Kondapur, Hyderabad",Bengali,1100,3.7
Plan B,Hyderabad,"Begumpet, Hyderabad",Multicuisine,1000,4.0
Nataka Global Kitchen And Cafe,Hyderabad,"Jubilee Hills, Hyderabad",Multicuisine,1500,4.0
Palamuru Grill & Bar - Kondapur,Hyderabad,"Kondapur, Hyderabad","South Indian, Multicuisine, Andhra",1400,5.0
Prego,Hyderabad,The Westin Hyderabad Mindspace,"Italian, Cocktail Menu",3450,4.5
BIGGUYS : Wings & Burgers,Hyderabad,"Bachupally, Hyderabad",Multicuisine,600,4.0
Bistro Melaange,Hyderabad,"Nanakramguda, Hyderabad",Continental,600,4.7
Naidu Gari Kunda Biryani,Hyderabad,"S R Nagar, Hyderabad",Multicuisine,700,4.5
SALT Indian Restaurant Bar & Grill,Hyderabad,"Hitech City, Hyderabad",Indian,1800,3.1
Kingdome Klub & Kitchen,Hyderabad,"Financial District, Hyderabad",Multicuisine,1800,4.0
Deccan Kitchen,Hyderabad,"Film Nagar, Hyderabad","Hyderabadi, Mughlai",1500,4.0
Teluguthanam,Hyderabad,"Moula Ali, Secunderabad",Indian,500,5.0
Fire & Tunes,Hyderabad,"Jeedimetla, Hyderabad",Multicuisine,600,4.0
Toscano,Hyderabad,"Hitech City, Hyderabad",Italian,1800,4.6
The Tabla Lounge,Hyderabad,"Kokapet, Hyderabad",Multicuisine,1000,5.0
Bagara 7 Restaurant,Hyderabad,"Secunderabad, Hyderabad",Multicuisine,900,1.0
Lush Cafe By The Lake,Hyderabad,"Madhapur, Hyderabad","Beverages, Desserts, Continental",700,4.6
1989 Burger,Hyderabad,"Uppal, Hyderabad",Burgers,500,5.0
Tuscany,Hyderabad,Trident Hyderabad,Italian,3450,4.8
PA PA YA,Hyderabad,"Jubilee Hills, Hyderabad",Multicuisine,2000,5.0
Tecora Multi-Cuisine Restaurant,Hyderabad,"Nanakramguda, Hyderabad",Multicuisine,1200,4.7
Dune- Bar & Kitchen,Hyderabad,"Jubilee Hills, Hyderabad","Multicuisine, Cocktail Menu",1500,3.0
Toscano,Hyderabad,"Gachibowli, Hyderabad",Italian,1800,3.7
Link Cafe,Hyderabad,Sheraton Hyderabad Hotel,"Beverages, Fast Food, Finger Food",2000,4.7
Skyhy Live,Hyderabad,"Gachibowli, Hyderabad",Finger Food,1800,3.5
Zyng,Hyderabad,Radisson Hyderabad Hitec City,Multicuisine,2000,4.4
Kritunga Restaurant - The Palegar's Cuisine,Hyderabad,"Kompally, Hyderabad",Multicuisine,1500,3.3
Tabla Restaurant,Hyderabad,"Kukatpally, Hyderabad",Multicuisine,1000,4.4
Ichata kitchen And Bar,Hyderabad,"Jubilee Hills, Hyderabad","South Indian, Cocktail Menu",1200,5.0
Alley 91 Bowling Bar,Hyderabad,"Financial District, Hyderabad",Multicuisine,1800,4.0
Padmaraga Restaurant & Cafe,Hyderabad,"Kukatpally, Hyderabad",Multicuisine,1500,4.6
The Huddle Bar & Kitchen,Hyderabad,"Puppalguda, Hyderabad",Multicuisine,2000,4.0
Bloom Theory - The Lavender Room,Hyderabad,"North City Mall, Hyderabad","American, Desserts, Italian",900,4.0
Rajdhani,Hyderabad,"Lakeshore Mall, Kukatpally",Gujarati,1500,4.0
AnTeRa Courtyard,Hyderabad,"Nanakramguda, Hyderabad",South Indian,1200,4.3
Amritsari Aangan,Hyderabad,"Kondapur, Hyderabad",North Indian,1000,4.0
1989 Pizza & Thickshakes,Hyderabad,"Mansoorabad, Hyderabad","Beverages, Italian",400,4.0
Over the Moon Brew Co.,Hyderabad,"Gachibowli, Hyderabad",Multicuisine,3000,5.0
The Veg Venjan,Hyderabad,"Himayath Nagar, Hyderabad",Multicuisine,1500,4.0
Beyond Flavours and Kitchen,Hyderabad,"Gachibowli, Hyderabad",Multicuisine,700,2.0
Qube Cafe,Hyderabad,"Hotel Siesta, Hyderabad",Multicuisine,1200,3.3
TG's The Oriental Grill,Hyderabad,Hyatt Hyderabad Gachibowli,"Japanese, oriental",2000,4.0
Tonic & Tunes- Terrace Lounge,Hyderabad,"Gachibowli, Hyderabad",Multicuisine,1600,4.5
Marquee Air Lounge,Hyderabad,"Gachibowli, Hyderabad","Continental, South Indian, Mughlai",1600,4.0
Naatu Kitchen and Bar,Hyderabad,"Road No. 36, Jubilee Hills, Hyderabad",South Indian,1200,4.4
Curry Leaf Restaurant,Hyderabad,"Rester Select Kukatpally, Hyderabad",Multicuisine,900,4.1
Ironhill (Madhapur),Hyderabad,"Madhapur, Hyderabad",Multicuisine,400,4.5
Mezbaan - Authentic Vegetarian Restaurant,Hyderabad,"S P Road, Hyderabad",Multicuisine,1000,4.1
Amnesia Sky Bar,Hyderabad,"Inorbit Mall, Hitech City",Multicuisine,1500,3.9
Kadamba - Cultural Compound,Hyderabad,"Madhapur, Hyderabad",Indian,1800,4.0
MudBrick - Kitchen & Bar,Hyderabad,"Jubilee Hills, Hyderabad",Fusion,1200,4.5
Komatose,Hyderabad,Fairfield by Marriott Hyderabad,Multicuisine,1500,4.2
PizzaExpress,Hyderabad,"Madhapur, Hyderabad","Italian, Pizza",1700,1.0
The Big Owl Cafe,Hyderabad,"Sainikpuri, Secunderabad",Cafe,800,4.0
Mandi Bistro,Hyderabad,"Madhapur, Hyderabad",Arabian,700,4.0
Elite Kitchen,Hyderabad,"Serilingampalle, Hyderabad",Multicuisine,500,4.0
C/o Rajahmundry Kitchen and Bar,Hyderabad,"Kompally, Hyderabad","South Indian, Indian Coastal Cuisine",1500,3.0
Moghuls Paradiez Restaurant,Hyderabad,"Kukatpally, Hyderabad",Multicuisine,800,4.0
By The Bottle,Hyderabad,"Jubilee Hills, Hyderabad","Continental, Chinese, North Indian",1000,3.5
The Big Star Cafe,Hyderabad,"Financial District, Hyderabad","Bakery, Coffee",1000,4.0
Sabr Lounge & Bar,Hyderabad,"Kokapet, Hyderabad","Finger Food, Cocktail Menu",1500,4.0
Aranyam - The Jungle Theme Restaurant,Hyderabad,"CCPL Mall, Secunderabad","South Indian, Indian Coastal Cuisine",1000,5.0
M3 Mayukha Mughal Mandi,Hyderabad,"Gandipet, Hyderabad","Arabian, Mughlai",700,3.7
Vaikuntapuram Restaurant,Hyderabad,"Kondapur, Hyderabad",Multicuisine,1000,4.4
The Happy Yard Bar & Kitchen,Hyderabad,"Jubilee Hills, Hyderabad",Multicuisine,1700,4.0
Cafe story,Hyderabad,"Jeedimetla, Hyderabad","Chinese, Continental",800,4.0
Bahar Cafe,Hyderabad,"Hafeezpet, Hyderabad","Chinese, Indian",950,3.9
Whisky Samba,Hyderabad,"Madhapur, Hyderabad","Japanese, Indian",2000,4.6
Ricco Cafe & Restaurant,Hyderabad,"Jubilee Hills, Hyderabad",Multicuisine,1200,4.2
Italia,Hyderabad,"Ellaa Hotels, Hyderabad",Multicuisine,2000,5.0
Ala Jubilee Lo - Telugu Kitchen & Bar,Hyderabad,"Road No. 36, Jubilee Hills, Hyderabad",Finger Food,1800,4.0
Ko Ko Kai,Hyderabad,"Kokapet, Hyderabad","Chinese, Pan Asian, Asian",1200,4.1
Kavyam the telugu table,Hyderabad,"Jubilee Hills, Hyderabad","South Indian, Multicuisine",1200,4.5
Lattitude,Hyderabad,Le Méridien Hyderabad,"Multicuisine, Cocktail Menu",1800,4.5
Flavours,Hyderabad,"Hotel Jubilee Ridge, Hyderabad",Multicuisine,1100,4.0
Ishtaa - Vegetarian Cuisine Restaurant,Hyderabad,"Basheer Bagh, Hyderabad",Multicuisine,1000,4.6
Ta.Ma.Sha Veg Cafe,Hyderabad,"Abids, Hyderabad",Multicuisine,800,4.0
Foodism By Ohri's,Hyderabad,"Hitech City, Hyderabad","European, Indian",800,4.0
Via Milano,Hyderabad,"Jubilee Hills, Hyderabad","European, Italian",1300,4.0
Devamrutham,Hyderabad,"Jubilee Hills, Hyderabad","South Indian, Indian",800,4.0
Sakura - A Far Eastern Kitchen,Hyderabad,"Road No. 36, Jubilee Hills, Hyderabad","Chinese, Pan Asian, Asian",1800,3.8
Aroma Of Dakshin,Hyderabad,"Nanakramguda, Hyderabad",Multicuisine,1600,4.7
Cava | Kebabs & Curries,Hyderabad,"Begumpet, Hyderabad","South Indian, North Indian",1200,4.0
Ala Dakshinapuramlo,Hyderabad,"Sarath City Capital Mall, Kondapur","South Indian, Andhra",1000,4.5
Daily Treats,Hyderabad,The Westin Hyderabad Mindspace,"American, European",3000,5.0
Palamuru Grill (Kothapet),Hyderabad,"Kothapet, Hyderabad",Andhra,1400,4.0
The Game Palacio,Hyderabad,"Hitech City, Hyderabad",Multicuisine,1800,5.0
WAH MANDI,Hyderabad,"Kondapur, Hyderabad",Mandi,1200,4.2
Milano Pizza,Hyderabad,"Jubilee Hills, Hyderabad",Italian,1000,4.5
N-Owl Club & Kitchen,Hyderabad,"Jubilee Hills, Hyderabad","Chinese, North Indian, Cocktail Menu",1000,5.0
Devara Multicuisine Restaurant,Hyderabad,"Tolichowki, Hyderabad",Multicuisine,500,4.0
Naughty Kodi,Hyderabad,"Jubilee Hills, Hyderabad",South Indian,1500,3.5
Cream Stop Cafe,Hyderabad,"Alwal, Secunderabad",Continental,700,4.0
Jade,Hyderabad,Le Méridien Hyderabad,Pan Asian,1500,4.7
One Bite,Hyderabad,"Kompally, Hyderabad",Multicuisine,500,5.0
ABC Kitchens - Authentic Bhimavaram Cuisine,Hyderabad,"Nallagandla, Hyderabad",South Indian,750,4.8
De Chocolatier,Hyderabad,"Gachibowli, Hyderabad","European, Bakery",500,5.0
Little Kitchen,Hyderabad,"Madhapur, Hyderabad",Multicuisine,650,4.0
En Lukx Lounge And Sky Bar,Hyderabad,"Madhapur, Hyderabad",Multicuisine,1200,4.1
Kush Mandi,Hyderabad,"Gachibowli, Hyderabad",Multicuisine,800,4.0
Via NH5 Dhaba,Hyderabad,"Hitech City, Hyderabad","Beverages, Chinese, Indian",1200,4.0
United Telugu Kitchens,Hyderabad,"Chanda Nagar, Hyderabad",South Indian,1300,4.1
Palamuru Grill,Hyderabad,"Attapur, Hyderabad",Andhra,1400,4.0
The Rabbit Hole,Hyderabad,"Kokapet, Hyderabad",Multicuisine,1500,5.0
Qosa,Hyderabad,"The Golkonda Resort, Hyderabad",Multicuisine,2000,5.0
Locale Cafe & Bistro,Hyderabad,"Madhapur, Hyderabad",Multicuisine,1300,5.0
Noya,Hyderabad,"Hotel Avasa, Hyderabad","Finger Food, Cocktail Menu",2800,5.0
Fresco's Pizza,Hyderabad,"Kandi, Hyderabad","Japanese, Italian",600,4.0
Urban Munchies,Hyderabad,"Amberpet, Hyderabad",Fast Food,500,4.0
Eat Chat & More,Hyderabad,"Hafeezpet, Hyderabad","Chinese, Indian",450,4.0
Kefi,Hyderabad,"L B Nagar, Hyderabad",Multicuisine,1000,3.7
When in Rome : Authentic Italian Streetfood,Hyderabad,"Gachibowli, Hyderabad","European, Italian",800,4.5
Thyme & Whisk,Hyderabad,"Jubilee Hills, Hyderabad",Multicuisine,1400,4.4
Buffalo Wild Wings,Hyderabad,"Gachibowli, Hyderabad",American,2000,4.5
IRA Kitchen & Bar,Hyderabad,"Sangareddy, Hyderabad",Multicuisine,1400,5.0
Theeram Kitchen,Hyderabad,"Jubilee Hills, Hyderabad",Multicuisine,800,4.0
Stoic Brew,Hyderabad,"Serilingampalle, Hyderabad",European,800,4.0
HODD'S Cocktail Bar,Hyderabad,Hyatt Hyderabad Gachibowli,Multicuisine,1800,5.0
Yi Jing,Hyderabad,"ITC Kohenur, Hyderabad",Chinese,3000,4.8
House Of Chefs,Hyderabad,"Gachibowli, Hyderabad",Multicuisine,800,4.0
Wind Mist Coffee Camp,Hyderabad,"Tolichowki, Hyderabad",Continental,600,4.0
Anthe Kitchen,Hyderabad,"Hitech City, Hyderabad",Multicuisine,1200,3.6
Jathara,Hyderabad,"Jubilee Hills, Hyderabad",South Indian,1000,4.4
Shanghai Chef,Hyderabad,"Gachibowli, Hyderabad",Finger Food,1800,4.0
Chiraan Fort,Hyderabad,"Secunderabad, Hyderabad",Multicuisine,1600,4.0
Mix,Hyderabad,The Westin Hyderabad Mindspace,Finger Food,1400,3.0
Wow! Chicken,Hyderabad,"Kavadiguda, Hyderabad",Fast Food,300,5.0
Nippon Kitsune,Hyderabad,"Madhapur, Hyderabad",European,1195,5.0
Ahoy Resto,Hyderabad,"Kompally, Hyderabad","Italian, Continental",1700,5.0
Red Rhino Taproom,Hyderabad,"Financial District, Hyderabad",Multicuisine,1800,4.0
Soul Of South,Hyderabad,"Nanakramguda, Hyderabad",South Indian,800,3.0
The Bar,Hyderabad,Novotel Hyderabad Convention Centre,"Indian, Continental",2000,4.4
Bahar Biryani Cafe,Hyderabad,"L B Nagar, Hyderabad","Chinese, Indian",400,4.0
Thunderbolts Multicuisine Restaurant & Cafe,Hyderabad,"Road No. 36, Jubilee Hills, Hyderabad","Chinese, North Indian",800,5.0
SALT Indian Restaurant,Hyderabad,"Nanakramguda, Hyderabad",Indian,1800,4.7
The Board Game Cafe,Hyderabad,"Himayath Nagar, Hyderabad","European, Chinese",800,4.5
Smaaash C2H5OH Bowling Sports Bar,Hyderabad,"Hitech City, Hyderabad",Multicuisine,1300,4.0
Maharaja Express Train Restaurant,Hyderabad,"Secunderabad, Hyderabad",Multicuisine,1200,4.7
Cafe 1st Story,Hyderabad,Fairfield by Marriott Hyderabad,Multicuisine,2000,4.3
Airlive,Hyderabad,"Jubilee Hills, Hyderabad","Indian, Italian, Cocktail Menu",1500,4.1
Barley & Grapes Cafe Microbrewery,Hyderabad,"Aero Plaza, Hyderabad","Italian, Cocktail Menu",2000,4.2
Peshawri,Hyderabad,"ITC Kohenur, Hyderabad",North West Frontier,3000,4.6
PR Biryani,Hyderabad,"Habsiguda, Hyderabad",Multicuisine,650,4.8
Oxymorons,Hyderabad,"Begumpet, Hyderabad",Finger Food,2000,4.0
Lazeez Affaire,Hyderabad,"Jubilee Hills, Hyderabad",Mughlai,2000,4.0
Xero Degrees,Hyderabad,"Hitech City, Hyderabad",Cafe,800,4.0
Oh! Calcutta,Hyderabad,"Madhapur, Hyderabad",Multicuisine,1600,4.2
Delicia - Multicuisine Restaurant,Hyderabad,"Gachibowli, Hyderabad",Multicuisine,600,3.9
Animal Club & Kitchen,Hyderabad,"Gachibowli, Hyderabad",Multicuisine,1400,1.0
Arabian Corner,Hyderabad,"Gachibowli, Hyderabad",Arabian,900,4.5
Danish Cafe & Bakery,Hyderabad,"Hitech City, Hyderabad","European, Coffee",500,4.0
Umm Uttapam,Hyderabad,"Madhapur, Hyderabad",South Indian,500,4.0
Salley By Shott,Hyderabad,"Madhapur, Hyderabad",Multicuisine,1000,4.0
Dine Inn China,Hyderabad,"Kukatpally, Hyderabad",Chinese,800,3.8
Bambai Tapri - Lingampally,Hyderabad,"Nallagandla, Hyderabad",Multicuisine,500,4.7
Uppu Telugu Kitchen,Hyderabad,"S D Road, Secunderabad","Andhra, North Indian",1200,3.6
Ahwana Bar & Kitchen,Hyderabad,"Kokapet, Hyderabad",South Indian,1400,3.8
Hotel Simhapuri Deluxe,Hyderabad,"Madhapur, Hyderabad",Multicuisine,1200,4.8
Kake Di Hatti,Hyderabad,"Kondapur, Hyderabad",North Indian,1600,4.0
O'Rica,Hyderabad,"Alwal, Secunderabad",Multicuisine,1200,4.4
Tansen,Hyderabad,"Financial District, Hyderabad","North Indian, Seafood",3000,4.5
White Ridge Kitchen,Hyderabad,"White Ridge Premium Hotel - Hitec City, Hyderabad",South Indian,600,4.0
Trick Bar & Kitchen By 10D,Hyderabad,"Nallagandla, Hyderabad",Multicuisine,2500,5.0
Cock & Bull,Hyderabad,"Hitech City, Hyderabad","Cocktail Menu, Multicuisine",3000,4.5
United Kitchens of India,Hyderabad,"Karkhana, Secunderabad",Multicuisine,1000,4.4
Asli,Hyderabad,"Jubilee Hills, Hyderabad",Multicuisine,2500,5.0
World of Tortillas,Hyderabad,"Kondapur, Hyderabad","European, Mexican",600,5.0
Green Bucket Biryani,Hyderabad,"Nagole, Hyderabad",Biryani,500,5.0
Simhapuri,Hyderabad,"Hitech City, Hyderabad",Multicuisine,1200,4.2
Southern Table,Hyderabad,"Manikonda, Hyderabad","South Indian, Chinese",1000,4.0
The Cafe Indori,Hyderabad,"Madhapur, Hyderabad","Finger Food, Indian, Continental",500,4.0
Maa Athidi Military Hotel,Hyderabad,"Puppalguda, Hyderabad",Multicuisine,850,4.0
Blck Artisanal Brews & Bakehouse,Hyderabad,"Film Nagar, Hyderabad",Continental,1000,4.0
Caffe Jubilee,Hyderabad,"Jubilee Hills, Hyderabad","Italian, Chinese",1200,4.0
Golden Spoon Cafe & Lounge,Hyderabad,"Manikonda, Hyderabad","Cafe, European",300,4.0
Dumpukht Begum's,Hyderabad,"ITC Kohenur, Hyderabad",Awadhi,3000,4.6
The Manohar Coffee Shop,Hyderabad,"The Manohar, Hyderabad",Multicuisine,1200,4.0
Shree Tatva Veg Restaurant,Hyderabad,"Raji Reddy Nagar, Hyderabad",Indian,500,3.9
Rocks,Hyderabad,"Ellaa Hotels, Hyderabad","Finger Food, Cocktail Menu",2000,4.3
Saiko Sushi House,Hyderabad,"Gachibowli, Hyderabad",Japanese,800,4.0
The Sahib's,Hyderabad,"Sainikpuri, Secunderabad",Multicuisine,700,4.0
Tevar - The Progressive Indian Kitchen & Bar,Hyderabad,"Hitech City, Hyderabad",Modern Indian,3450,4.1
Samprada Authentic Kitchen & Bar,Hyderabad,"Gachibowli, Hyderabad",Multicuisine,1200,4.0
Spice And Sizzle By Karachi Bakery,Hyderabad,"Hitech City, Hyderabad",Multicuisine,1500,5.0
The Grind Cafe - Tellapur,Hyderabad,"Tellapur, Hyderabad",Cafe,850,4.0
Bisi Bisi,Hyderabad,"Hitech City, Hyderabad",South Indian,700,4.5
Kebab Pavilion,Hyderabad,"Ellaa Hotels, Hyderabad",Multicuisine,3000,4.0
Mainland China,Hyderabad,"Madhapur, Hyderabad",Chinese,1600,4.4
Dark Stone,Hyderabad,"Medipally, Hyderabad",Multicuisine,600,4.0
Food Villa,Hyderabad,"Kothapet, Hyderabad",Multicuisine,400,4.0
Auspice,Hyderabad,"Peeramcheru, Hyderabad","Chinese, Indian",1200,4.0
Queens & Beans,Hyderabad,"Gachibowli, Hyderabad",Continental,1100,3.7
OTC - Old Tree Cafe,Hyderabad,"Kompally, Hyderabad",Cafe,1000,4.6
Tree House,Hyderabad,"L B Nagar, Hyderabad",Multicuisine,800,3.5
Isha Life Mahamudra,Hyderabad,"Jubilee Hills, Hyderabad",Indian,650,4.8
ATG - Across The Globe Restaurant,Hyderabad,"Nallagandla, Hyderabad",Multicuisine,1000,4.3
Babai Hotel,Hyderabad,"Himayath Nagar, Hyderabad",South Indian,600,3.0
Zaatar Arabian Mandi Restaurant NH 65,Hyderabad,"Vanasthalipuram, Hyderabad","Chinese, Mandi",800,4.5
Spicy Biryani Vibes,Hyderabad,"Madhapur, Hyderabad",Multicuisine,600,3.0
Alchemy,Hyderabad,"Ellaa Hotels, Hyderabad",Multicuisine,2500,3.4
Nosh Epicure,Hyderabad,"Hitech City, Hyderabad","Indian, French",2200,4.0
Casa D' Mocha,Hyderabad,"Madhapur, Hyderabad",European,650,4.0
Le Hacana Cafe & Kitchen,Hyderabad,"Madhapur, Hyderabad",European,600,4.0
Claysutra Pottery Studio & Cafe,Hyderabad,"Gachibowli, Hyderabad",Multicuisine,1500,4.0
Shiso Cafe & Lounge,Hyderabad,"Madhapur, Hyderabad","European, Desserts",800,5.0
Tim Hortons,Hyderabad,"Madhapur, Hyderabad",Coffee,800,5.0
Wraps Zone,Hyderabad,"Erragadda, Hyderabad",Multicuisine,250,5.0
Peppanizze,Hyderabad,"Padmarao Nagar, Hyderabad",Italian,400,5.0
Kobe Sizzlers,Hyderabad,"Gachibowli, Hyderabad",Finger Food,1800,4.2
Parivar Mandi,Hyderabad,"Kukatpally, Hyderabad",Multicuisine,1000,4.0
Fantastic Four Cafe,Hyderabad,"Himayath Nagar, Hyderabad","Chinese, Italian",1000,2.5
The ThickShake Factory,Hyderabad,"Himayath Nagar, Hyderabad",Beverages,350,4.8
Crumbled Cheese Pizzeria,Hyderabad,"Dilsukhnagar, Hyderabad","Chinese, Italian",1000,5.0
Gourmet Bar,Hyderabad,Novotel Hyderabad Airport,Multicuisine,3450,1.0
Kompound Bar & Canteen,Hyderabad,"Nanakramguda, Hyderabad",Multicuisine,1200,4.0
Transcend Lounge Bar,Hyderabad,"Ellaa Residence, Hyderabad",Multicuisine,2200,4.0
Tabula Rasa,Hyderabad,"Gachibowli, Hyderabad",Multicuisine,1200,4.7
De' Cafe Studio,Hyderabad,"Malakpet, Hyderabad",Multicuisine,500,4.0
Pizza Zone,Hyderabad,"Begumpet, Hyderabad",Italian,600,2.6
Lord Of The Drinks,Hyderabad,"Road No. 45, Jubilee Hills, Hyderabad",Multicuisine,1800,4.0
Sip N Screen Cafe,Hyderabad,"Hafeezpet, Hyderabad",Multicuisine,500,5.0
Kortyard Cafe,Hyderabad,"Jubilee Hills, Hyderabad",Multicuisine,1000,1.0
Coffee & Crisps,Hyderabad,"Saroor Nagar, Hyderabad",Multicuisine,800,4.5
Tosh E Daan,Hyderabad,"Gachibowli, Hyderabad",Indian,1000,4.0
Vanabhojanam,Hyderabad,"Kukatpally, Hyderabad",South Indian,900,1.0
London Waffle Co,Hyderabad,"Himayath Nagar, Hyderabad","Desserts, Sandwiches, Milkshakes",250,1.0
President Dhaba,Hyderabad,"Madhapur, Hyderabad","Chinese, North Indian",800,4.0
Dakshin Kitchen,Hyderabad,"Hotel La Premier, Hyderabad",Multicuisine,600,4.0
Greens & More Skyview,Hyderabad,"Hitech City, Hyderabad","Italian, European",400,4.0
Barista,Hyderabad,"Atrium Mall, Gachibowli",Multicuisine,600,4.0
The Pluto Cafe,Hyderabad,"Malakpet, Hyderabad",Italian,500,5.0
CVs SriPada Restaurant,Hyderabad,"S R Nagar, Hyderabad",South Indian,600,4.0
Dum Matka,Hyderabad,"Kondapur, Hyderabad",Multicuisine,1000,4.0
Shake Bar,Hyderabad,"Shaikpet, Hyderabad",Shakes,300,4.0
Chinese Wok,Hyderabad,"Hitech City, Hyderabad",Chinese,600,4.0
Bon Appetit Cafe,Hyderabad,"Shaikpet, Hyderabad",European,350,4.0
Wrap It,Hyderabad,"Shaikpet, Hyderabad",Mexican,200,4.0
Sumadhura Ruchulu,Hyderabad,"Madhapur, Hyderabad","North Indian, South Indian",250,4.0
Squisito Pizzeria,Hyderabad,"Secunderabad, Hyderabad",Multicuisine,400,4.0
99 Pancakes,Hyderabad,"Sravanthi Nagar, Hyderabad",Desserts,350,4.0
Greens & More Spire,Hyderabad,"Hitech City, Hyderabad","European, Italian",400,4.0
Burger Junction,Hyderabad,"Narsingi, Hyderabad",Burgers,500,4.0
Shrimmers,Hyderabad,"Padmarao Nagar, Hyderabad","Fast Food, Burgers",300,4.0
Inti Ruchulu,Hyderabad,"Shaikpet, Hyderabad",South Indian,200,4.0
BAC Healthy,Hyderabad,"Shaikpet, Hyderabad",Fast Food,500,4.0
Sanjos Donuts,Hyderabad,"Gaddiannaram, Hyderabad",Desserts,300,4.0
C53 World Cuisine - Kondapur,Hyderabad,"Kondapur, Hyderabad",Multicuisine,1800,4.0
House of Truly,Hyderabad,"Gachibowli, Hyderabad","Coffee and Tea, Continental",600,5.0
Koki Coffee & Co.,Hyderabad,"Kokapet, Hyderabad","Indian, Italian, Continental",1600,5.0
The Chocolate Room,Hyderabad,"Attapur, Hyderabad",Multicuisine,800,4.3
Organic Kitchen,Hyderabad,"Chanda Nagar, Hyderabad",South Indian,300,5.0
Kalingapatnam Restaurant,Hyderabad,"Manikonda, Hyderabad",Multicuisine,800,1.0
